SaleID,BranchCode,BranchCity,BranchSize,BranchOwner,YearOfEstablishment,CustomerType,CustomerGenderCode,CustomerGender,ProductLineCode,ProductLine,ProductLineSupplier,UnitPrice,Quantity,TotalNoTAX,Tax 5%,TotalWithTAX,SaleMonthInNumber,SaleMonth,SaleQuarter,SaleYear,SaleTime,SalePayment,Rating
126-54-1082,A,Yangon,550,Mitchel Frenkman,2005,Member,2,Female,HL,Home and lifestyle,Bed Bath & Beyond,21.54,9,193.86,9.69,203.55,11,November,Q4,2019,11:44:00,Credit card,8.8
633-91-1052,A,Yangon,550,Mitchel Frenkman,2005,Normal,2,Female,HL,Home and lifestyle,Bed Bath & Beyond,12.03,2,24.06,1.2,25.26,3,March,Q1,2019,15:51:00,Cash,5.1
477-24-6490,B,Mandalay,835,Mohamd Gabar,2016,Normal,2,Female,HB,Health and beauty,Dove,99.71,6,598.26,29.91,628.17,12,December,Q4,2019,16:52:00,Ewallet,7.9
566-19-5475,B,Mandalay,835,Mohamd Gabar,2016,Normal,1,Male,FA,Fashion accessories,Nordstrom,47.97,7,335.79,16.79,352.58,2,February,Q1,2019,20:52:00,Cash,6.2
526-86-8552,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,2,Female,HL,Home and lifestyle,Bed Bath & Beyond,21.82,10,218.2,10.91,229.11,5,May,Q2,2019,17:36:00,Cash,7.1
376-56-3573,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,2,Female,FA,Fashion accessories,Nordstrom,95.42,4,381.68,19.08,400.76,2,February,Q1,2019,13:23:00,Ewallet,6.4
537-72-0426,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,1,Male,FA,Fashion accessories,Nordstrom,70.99,10,709.9,35.5,745.4,8,August,Q3,2019,16:28:00,Cash,5.7
828-61-5674,A,Yangon,550,Mitchel Frenkman,2005,Member,1,Male,ST,Sports and travel,REI ,44.02,10,440.2,22.01,462.21,12,December,Q4,2019,19:57:00,Credit card,9.6
136-08-6195,A,Yangon,550,Mitchel Frenkman,2005,Normal,2,Female,HL,Home and lifestyle,Bed Bath & Beyond,69.96,8,559.68,27.98,587.66,6,June,Q2,2019,17:01:00,Credit card,6.4
523-38-0215,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,37,1,37,1.85,38.85,6,June,Q2,2019,13:29:00,Credit card,7.9
490-29-1201,A,Yangon,550,Mitchel Frenkman,2005,Normal,2,Female,ST,Sports and travel,REI ,15.34,1,15.34,0.77,16.11,10,October,Q4,2019,11:09:00,Cash,6.5
667-92-0055,A,Yangon,550,Mitchel Frenkman,2005,Member,1,Male,HB,Health and beauty,Dove,99.83,6,598.98,29.95,628.93,2,February,Q1,2019,15:02:00,Ewallet,8.5
565-17-3836,A,Yangon,550,Mitchel Frenkman,2005,Member,2,Female,HB,Health and beauty,Dove,47.67,4,190.68,9.53,200.21,11,November,Q4,2019,14:21:00,Cash,9.1
498-41-1961,B,Mandalay,835,Mohamd Gabar,2016,Normal,1,Male,HB,Health and beauty,Dove,66.68,5,333.4,16.67,350.07,5,May,Q2,2019,18:01:00,Cash,7.6
593-95-4461,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,74.86,1,74.86,3.74,78.6,5,May,Q2,2019,14:49:00,Cash,6.9
226-71-3580,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,2,Female,ST,Sports and travel,REI ,23.75,9,213.75,10.69,224.44,2,February,Q1,2019,12:02:00,Cash,9.5
283-79-9594,B,Mandalay,835,Mohamd Gabar,2016,Normal,2,Female,FB,Food and beverages,Kraft Heinz,48.51,7,339.57,16.98,356.55,2,February,Q1,2019,13:30:00,Credit card,5.2
430-60-3493,A,Yangon,550,Mitchel Frenkman,2005,Member,2,Female,HL,Home and lifestyle,Bed Bath & Beyond,94.88,7,664.16,33.21,697.37,10,October,Q4,2019,14:38:00,Cash,4.2
139-20-0155,B,Mandalay,835,Mohamd Gabar,2016,Member,1,Male,EA,Electronic accessories,Samsung,40.3,10,403,20.15,423.15,11,November,Q4,2019,17:37:00,Credit card,7
558-80-4082,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,1,Male,EA,Electronic accessories,Samsung,27.85,7,194.95,9.75,204.7,3,March,Q1,2019,17:20:00,Ewallet,6
278-97-7759,A,Yangon,550,Mitchel Frenkman,2005,Member,2,Female,EA,Electronic accessories,Samsung,62.48,1,62.48,3.12,65.6,7,July,Q3,2019,20:29:00,Cash,4.7
316-68-6352,A,Yangon,550,Mitchel Frenkman,2005,Member,2,Female,FB,Food and beverages,Kraft Heinz,36.36,2,72.72,3.64,76.36,9,September,Q3,2019,10:00:00,Cash,7.1
585-03-5943,B,Mandalay,835,Mohamd Gabar,2016,Normal,1,Male,HB,Health and beauty,Dove,18.11,10,181.1,9.06,190.16,7,July,Q3,2019,11:46:00,Ewallet,5.9
211-05-0490,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,2,Female,EA,Electronic accessories,Samsung,51.92,5,259.6,12.98,272.58,6,June,Q2,2019,13:42:00,Cash,7.5
727-75-6477,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,1,Male,EA,Electronic accessories,Samsung,28.84,4,115.36,5.77,121.13,12,December,Q4,2019,14:44:00,Cash,6.4
744-02-5987,A,Yangon,550,Mitchel Frenkman,2005,Member,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,78.38,6,470.28,23.51,493.79,4,April,Q2,2019,14:16:00,Ewallet,5.8
307-83-9164,A,Yangon,550,Mitchel Frenkman,2005,Member,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,60.01,4,240.04,12,252.04,7,July,Q3,2019,15:54:00,Cash,4.5
779-06-0012,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,2,Female,HL,Home and lifestyle,Bed Bath & Beyond,88.61,1,88.61,4.43,93.04,6,June,Q2,2019,10:21:00,Cash,7.7
446-47-6729,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,1,Male,FA,Fashion accessories,Nordstrom,99.82,2,199.64,9.98,209.62,11,November,Q4,2019,18:09:00,Credit card,6.7
573-10-3877,B,Mandalay,835,Mohamd Gabar,2016,Member,1,Male,HB,Health and beauty,Dove,39.01,1,39.01,1.95,40.96,8,August,Q3,2019,16:46:00,Credit card,4.7
735-06-4124,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,1,Male,FB,Food and beverages,Kraft Heinz,48.61,1,48.61,2.43,51.04,7,July,Q3,2019,15:31:00,Cash,4.4
439-54-7422,A,Yangon,550,Mitchel Frenkman,2005,Normal,2,Female,EA,Electronic accessories,Samsung,51.19,4,204.76,10.24,215,8,August,Q3,2019,17:15:00,Credit card,4.7
396-90-2219,B,Mandalay,835,Mohamd Gabar,2016,Normal,2,Female,EA,Electronic accessories,Samsung,14.96,8,119.68,5.98,125.66,8,August,Q3,2019,12:29:00,Cash,8.6
411-77-0180,A,Yangon,550,Mitchel Frenkman,2005,Member,1,Male,EA,Electronic accessories,Samsung,72.2,7,505.4,25.27,530.67,11,November,Q4,2019,20:14:00,Ewallet,4.3
286-01-5402,A,Yangon,550,Mitchel Frenkman,2005,Normal,2,Female,ST,Sports and travel,REI ,40.23,7,281.61,14.08,295.69,7,July,Q3,2019,13:22:00,Cash,9.6
803-17-8013,A,Yangon,550,Mitchel Frenkman,2005,Member,2,Female,HL,Home and lifestyle,Bed Bath & Beyond,88.79,8,710.32,35.52,745.84,8,August,Q3,2019,17:09:00,Cash,4.1
512-98-1403,A,Yangon,550,Mitchel Frenkman,2005,Member,2,Female,EA,Electronic accessories,Samsung,26.48,3,79.44,3.97,83.41,2,February,Q1,2019,10:40:00,Ewallet,4.7
848-42-2560,A,Yangon,550,Mitchel Frenkman,2005,Normal,2,Female,FA,Fashion accessories,Nordstrom,81.91,2,163.82,8.19,172.01,8,August,Q3,2019,17:43:00,Cash,7.8
532-59-7201,B,Mandalay,835,Mohamd Gabar,2016,Member,1,Male,ST,Sports and travel,REI ,79.93,6,479.58,23.98,503.56,7,July,Q3,2019,14:04:00,Cash,5.5
181-94-6432,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,1,Male,FA,Fashion accessories,Nordstrom,69.33,2,138.66,6.93,145.59,10,October,Q4,2019,19:05:00,Ewallet,9.7
870-76-1733,A,Yangon,550,Mitchel Frenkman,2005,Member,2,Female,FB,Food and beverages,Kraft Heinz,14.23,5,71.15,3.56,74.71,5,May,Q2,2019,10:08:00,Credit card,4.4
423-64-4619,A,Yangon,550,Mitchel Frenkman,2005,Member,2,Female,HB,Health and beauty,Dove,15.55,9,139.95,7,146.95,4,April,Q2,2019,13:12:00,Cash,5
227-07-4446,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,2,Female,EA,Electronic accessories,Samsung,78.13,10,781.3,39.07,820.37,7,July,Q3,2019,20:51:00,Cash,4.4
174-36-3675,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,1,Male,FB,Food and beverages,Kraft Heinz,99.37,2,198.74,9.94,208.68,9,September,Q3,2019,17:29:00,Cash,5.2
428-83-5800,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,2,Female,FB,Food and beverages,Kraft Heinz,21.08,3,63.24,3.16,66.4,10,October,Q4,2019,10:25:00,Cash,7.3
603-07-0961,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,1,Male,EA,Electronic accessories,Samsung,74.79,5,373.95,18.7,392.65,1,January,Q1,2019,11:34:00,Cash,4.9
704-20-4138,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,2,Female,HB,Health and beauty,Dove,29.67,7,207.69,10.38,218.07,6,June,Q2,2019,18:58:00,Credit card,8.1
787-15-1757,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,1,Male,HB,Health and beauty,Dove,44.07,4,176.28,8.81,185.09,5,May,Q2,2019,16:28:00,Ewallet,8.4
649-11-3678,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,2,Female,FB,Food and beverages,Kraft Heinz,22.93,9,206.37,10.32,216.69,11,November,Q4,2019,20:26:00,Cash,5.5
622-20-1945,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,2,Female,HB,Health and beauty,Dove,39.42,1,39.42,1.97,41.39,8,August,Q3,2019,15:08:00,Cash,8.4
372-94-8041,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,HB,Health and beauty,Dove,15.26,6,91.56,4.58,96.14,3,March,Q1,2019,18:03:00,Ewallet,9.8
563-91-7120,A,Yangon,550,Mitchel Frenkman,2005,Normal,2,Female,FA,Fashion accessories,Nordstrom,61.77,5,308.85,15.44,324.29,4,April,Q2,2019,13:21:00,Cash,6.7
746-54-5508,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,21.52,6,129.12,6.46,135.58,2,February,Q1,2019,12:48:00,Credit card,9.4
276-54-0879,B,Mandalay,835,Mohamd Gabar,2016,Normal,1,Male,ST,Sports and travel,REI ,97.74,4,390.96,19.55,410.51,2,February,Q1,2019,19:53:00,Ewallet,6.4
815-11-1168,A,Yangon,550,Mitchel Frenkman,2005,Member,1,Male,FB,Food and beverages,Kraft Heinz,99.78,5,498.9,24.95,523.85,8,August,Q3,2019,19:09:00,Cash,5.4
719-76-3868,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,1,Male,FB,Food and beverages,Kraft Heinz,94.26,4,377.04,18.85,395.89,11,November,Q4,2019,16:30:00,Cash,8.6
730-61-8757,B,Mandalay,835,Mohamd Gabar,2016,Member,1,Male,HB,Health and beauty,Dove,51.13,4,204.52,10.23,214.75,9,September,Q3,2019,10:11:00,Credit card,4
340-66-0321,A,Yangon,550,Mitchel Frenkman,2005,Member,1,Male,EA,Electronic accessories,Samsung,36.36,4,145.44,7.27,152.71,1,January,Q1,2019,13:07:00,Cash,7.6
868-81-1752,B,Mandalay,835,Mohamd Gabar,2016,Normal,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,22.02,9,198.18,9.91,208.09,9,September,Q3,2019,18:48:00,Cash,6.8
634-97-8956,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,FB,Food and beverages,Kraft Heinz,32.9,3,98.7,4.94,103.64,3,March,Q1,2019,17:27:00,Credit card,9.1
566-71-1091,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,FA,Fashion accessories,Nordstrom,77.02,5,385.1,19.26,404.36,5,May,Q2,2019,15:59:00,Cash,5.5
442-48-3607,A,Yangon,550,Mitchel Frenkman,2005,Member,1,Male,FB,Food and beverages,Kraft Heinz,23.48,2,46.96,2.35,49.31,4,April,Q2,2019,11:21:00,Credit card,7.9
835-16-0096,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,1,Male,ST,Sports and travel,REI ,14.7,5,73.5,3.68,77.18,4,April,Q2,2019,13:48:00,Ewallet,8.5
527-09-6272,A,Yangon,550,Mitchel Frenkman,2005,Member,2,Female,EA,Electronic accessories,Samsung,28.45,5,142.25,7.11,149.36,12,December,Q4,2019,10:17:00,Credit card,9.1
898-04-2717,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,FA,Fashion accessories,Nordstrom,76.4,9,687.6,34.38,721.98,1,January,Q1,2019,15:49:00,Ewallet,7.5
692-27-8933,B,Mandalay,835,Mohamd Gabar,2016,Normal,2,Female,ST,Sports and travel,REI ,57.95,6,347.7,17.39,365.09,3,March,Q1,2019,13:02:00,Cash,5.2
633-09-3463,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,2,Female,EA,Electronic accessories,Samsung,47.65,3,142.95,7.15,150.1,6,June,Q2,2019,12:58:00,Credit card,9.5
374-17-3652,B,Mandalay,835,Mohamd Gabar,2016,Member,2,Female,FB,Food and beverages,Kraft Heinz,42.82,9,385.38,19.27,404.65,9,September,Q3,2019,15:26:00,Credit card,8.9
378-07-7001,B,Mandalay,835,Mohamd Gabar,2016,Member,1,Male,EA,Electronic accessories,Samsung,48.09,3,144.27,7.21,151.48,5,May,Q2,2019,18:23:00,Credit card,7.8
433-75-6987,B,Mandalay,835,Mohamd Gabar,2016,Member,2,Female,HB,Health and beauty,Dove,55.97,7,391.79,19.59,411.38,6,June,Q2,2019,19:06:00,Ewallet,8.9
873-95-4984,B,Mandalay,835,Mohamd Gabar,2016,Member,2,Female,HB,Health and beauty,Dove,76.9,7,538.3,26.92,565.22,7,July,Q3,2019,20:21:00,Cash,7.7
416-13-5917,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,2,Female,FB,Food and beverages,Kraft Heinz,97.03,5,485.15,24.26,509.41,10,October,Q4,2019,16:24:00,Ewallet,9.3
150-89-8043,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,ST,Sports and travel,REI ,44.65,3,133.95,6.7,140.65,8,August,Q3,2019,15:04:00,Cash,6.2
135-84-8019,A,Yangon,550,Mitchel Frenkman,2005,Normal,2,Female,FA,Fashion accessories,Nordstrom,77.93,9,701.37,35.07,736.44,3,March,Q1,2019,16:10:00,Ewallet,7.6
441-94-7118,A,Yangon,550,Mitchel Frenkman,2005,Member,1,Male,EA,Electronic accessories,Samsung,71.95,1,71.95,3.6,75.55,10,October,Q4,2019,12:14:00,Cash,7.3
725-96-3778,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,2,Female,HL,Home and lifestyle,Bed Bath & Beyond,89.25,8,714,35.7,749.7,7,July,Q3,2019,10:13:00,Cash,4.7
531-80-1784,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,EA,Electronic accessories,Samsung,26.02,7,182.14,9.11,191.25,7,July,Q3,2019,17:38:00,Cash,5.1
400-45-1220,B,Mandalay,835,Mohamd Gabar,2016,Normal,2,Female,HB,Health and beauty,Dove,13.5,10,135,6.75,141.75,8,August,Q3,2019,11:06:00,Credit card,4.8
860-79-0874,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,2,Female,FA,Fashion accessories,Nordstrom,99.3,10,993,49.65,1042.65,2,February,Q1,2019,14:53:00,Credit card,6.6
834-61-8124,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,EA,Electronic accessories,Samsung,51.69,7,361.83,18.09,379.92,11,November,Q4,2019,18:22:00,Cash,5.5
115-99-4379,B,Mandalay,835,Mohamd Gabar,2016,Member,2,Female,FA,Fashion accessories,Nordstrom,54.73,7,383.11,19.16,402.27,5,May,Q2,2019,19:02:00,Credit card,8.5
565-67-6697,B,Mandalay,835,Mohamd Gabar,2016,Member,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,27,9,243,12.15,255.15,1,January,Q1,2019,14:16:00,Cash,4.8
320-49-6392,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,2,Female,EA,Electronic accessories,Samsung,30.24,1,30.24,1.51,31.75,8,August,Q3,2019,15:44:00,Cash,8.4
889-04-9723,B,Mandalay,835,Mohamd Gabar,2016,Member,2,Female,FB,Food and beverages,Kraft Heinz,89.14,4,356.56,17.83,374.39,6,June,Q2,2019,12:20:00,Credit card,7.8
632-90-0281,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,2,Female,FA,Fashion accessories,Nordstrom,37.55,10,375.5,18.78,394.28,11,November,Q4,2019,20:01:00,Credit card,9.3
554-42-2417,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,2,Female,ST,Sports and travel,REI ,95.44,10,954.4,47.72,1002.12,9,September,Q3,2019,13:45:00,Cash,5.2
453-63-6187,B,Mandalay,835,Mohamd Gabar,2016,Normal,1,Male,EA,Electronic accessories,Samsung,27.5,3,82.5,4.13,86.63,3,March,Q1,2019,15:40:00,Ewallet,6.5
578-80-7669,B,Mandalay,835,Mohamd Gabar,2016,Normal,1,Male,ST,Sports and travel,REI ,74.97,1,74.97,3.75,78.72,1,January,Q1,2019,16:58:00,Cash,5.6
612-36-5536,A,Yangon,550,Mitchel Frenkman,2005,Member,1,Male,FB,Food and beverages,Kraft Heinz,80.96,8,647.68,32.38,680.06,4,April,Q2,2019,11:12:00,Credit card,7.4
605-72-4132,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,2,Female,FB,Food and beverages,Kraft Heinz,94.47,8,755.76,37.79,793.55,7,July,Q3,2019,15:12:00,Cash,9.1
471-41-2823,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,1,Male,FB,Food and beverages,Kraft Heinz,99.79,2,199.58,9.98,209.56,11,November,Q4,2019,20:37:00,Ewallet,8
462-67-9126,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,73.22,6,439.32,21.97,461.29,1,January,Q1,2019,17:44:00,Cash,7.2
272-27-9238,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,2,Female,FB,Food and beverages,Kraft Heinz,41.24,4,164.96,8.25,173.21,3,March,Q1,2019,16:23:00,Cash,7.1
834-25-9262,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,2,Female,FA,Fashion accessories,Nordstrom,81.68,4,326.72,16.34,343.06,5,May,Q2,2019,12:12:00,Cash,9.1
122-61-9553,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,2,Female,EA,Electronic accessories,Samsung,51.32,9,461.88,23.09,484.97,2,February,Q1,2019,19:33:00,Cash,5.6
468-88-0009,A,Yangon,550,Mitchel Frenkman,2005,Member,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,65.94,4,263.76,13.19,276.95,6,June,Q2,2019,10:29:00,Cash,6
613-59-9758,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,2,Female,ST,Sports and travel,REI ,14.36,10,143.6,7.18,150.78,10,October,Q4,2019,14:28:00,Cash,5.4
254-31-0042,A,Yangon,550,Mitchel Frenkman,2005,Member,1,Male,EA,Electronic accessories,Samsung,21.5,9,193.5,9.68,203.18,7,July,Q3,2019,12:46:00,Credit card,7.8
201-86-2184,B,Mandalay,835,Mohamd Gabar,2016,Member,2,Female,EA,Electronic accessories,Samsung,26.26,7,183.82,9.19,193.01,5,May,Q2,2019,19:40:00,Cash,9.9
261-12-8671,B,Mandalay,835,Mohamd Gabar,2016,Normal,2,Female,FA,Fashion accessories,Nordstrom,60.96,2,121.92,6.1,128.02,2,February,Q1,2019,19:39:00,Credit card,4.9
730-70-9830,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,2,Female,HL,Home and lifestyle,Bed Bath & Beyond,70.11,6,420.66,21.03,441.69,12,December,Q4,2019,17:54:00,Ewallet,5.2
382-25-8917,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,1,Male,FA,Fashion accessories,Nordstrom,42.08,6,252.48,12.62,265.1,6,June,Q2,2019,12:25:00,Cash,8.9
422-29-8786,A,Yangon,550,Mitchel Frenkman,2005,Normal,2,Female,HL,Home and lifestyle,Bed Bath & Beyond,67.09,5,335.45,16.77,352.22,12,December,Q4,2019,16:47:00,Credit card,9.1
667-23-5919,A,Yangon,550,Mitchel Frenkman,2005,Member,2,Female,FA,Fashion accessories,Nordstrom,96.7,5,483.5,24.18,507.68,8,August,Q3,2019,12:52:00,Ewallet,7
843-01-4703,B,Mandalay,835,Mohamd Gabar,2016,Member,2,Female,HL,Home and lifestyle,Bed Bath & Beyond,35.38,9,318.42,15.92,334.34,4,April,Q2,2019,19:50:00,Credit card,9.6
743-88-1662,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,1,Male,ST,Sports and travel,REI ,95.49,7,668.43,33.42,701.85,10,October,Q4,2019,18:17:00,Ewallet,8.7
595-86-2894,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,1,Male,FA,Fashion accessories,Nordstrom,96.98,4,387.92,19.4,407.32,7,July,Q3,2019,17:20:00,Ewallet,9.4
182-69-8360,B,Mandalay,835,Mohamd Gabar,2016,Normal,2,Female,EA,Electronic accessories,Samsung,23.65,4,94.6,4.73,99.33,7,July,Q3,2019,13:32:00,Credit card,4
289-15-7034,A,Yangon,550,Mitchel Frenkman,2005,Member,1,Male,ST,Sports and travel,REI ,82.33,4,329.32,16.47,345.79,5,May,Q2,2019,10:37:00,Credit card,7.5
462-78-5240,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,2,Female,EA,Electronic accessories,Samsung,26.61,2,53.22,2.66,55.88,2,February,Q1,2019,14:35:00,Cash,4.2
868-52-7573,B,Mandalay,835,Mohamd Gabar,2016,Normal,2,Female,FB,Food and beverages,Kraft Heinz,99.69,5,498.45,24.92,523.37,3,March,Q1,2019,12:09:00,Cash,9.9
153-58-4872,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,2,Female,FB,Food and beverages,Kraft Heinz,74.89,4,299.56,14.98,314.54,6,June,Q2,2019,15:32:00,Ewallet,4.2
662-72-2873,A,Yangon,550,Mitchel Frenkman,2005,Normal,2,Female,FB,Food and beverages,Kraft Heinz,40.94,5,204.7,10.24,214.94,3,March,Q1,2019,13:58:00,Ewallet,9.9
525-88-7307,B,Mandalay,835,Mohamd Gabar,2016,Member,1,Male,ST,Sports and travel,REI ,75.82,1,75.82,3.79,79.61,5,May,Q2,2019,13:19:00,Cash,5.8
689-16-9784,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,1,Male,FB,Food and beverages,Kraft Heinz,46.77,6,280.62,14.03,294.65,5,May,Q2,2019,13:37:00,Cash,6
725-56-0833,A,Yangon,550,Mitchel Frenkman,2005,Normal,2,Female,HB,Health and beauty,Dove,32.32,10,323.2,16.16,339.36,8,August,Q3,2019,16:49:00,Credit card,10
394-41-0748,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,2,Female,FA,Fashion accessories,Nordstrom,54.07,9,486.63,24.33,510.96,3,March,Q1,2019,14:55:00,Ewallet,9.5
596-42-3999,B,Mandalay,835,Mohamd Gabar,2016,Normal,1,Male,FB,Food and beverages,Kraft Heinz,18.22,7,127.54,6.38,133.92,6,June,Q2,2019,14:04:00,Credit card,6.6
541-89-9860,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,2,Female,FA,Fashion accessories,Nordstrom,80.48,3,241.44,12.07,253.51,1,January,Q1,2019,12:31:00,Cash,8.1
173-82-9529,B,Mandalay,835,Mohamd Gabar,2016,Normal,2,Female,FA,Fashion accessories,Nordstrom,37.95,10,379.5,18.98,398.48,9,September,Q3,2019,14:51:00,Cash,9.7
563-36-9814,A,Yangon,550,Mitchel Frenkman,2005,Member,1,Male,EA,Electronic accessories,Samsung,76.82,1,76.82,3.84,80.66,6,June,Q2,2019,18:27:00,Ewallet,7.2
308-47-4913,A,Yangon,550,Mitchel Frenkman,2005,Member,2,Female,ST,Sports and travel,REI ,52.26,10,522.6,26.13,548.73,1,January,Q1,2019,12:45:00,Credit card,6.2
885-17-6250,A,Yangon,550,Mitchel Frenkman,2005,Normal,2,Female,HB,Health and beauty,Dove,79.74,1,79.74,3.99,83.73,3,March,Q1,2019,10:36:00,Ewallet,7.3
726-27-2396,A,Yangon,550,Mitchel Frenkman,2005,Normal,2,Female,HB,Health and beauty,Dove,77.5,5,387.5,19.38,406.88,2,February,Q1,2019,20:36:00,Ewallet,4.3
316-01-3952,A,Yangon,550,Mitchel Frenkman,2005,Normal,2,Female,FB,Food and beverages,Kraft Heinz,54.27,5,271.35,13.57,284.92,4,April,Q2,2019,14:16:00,Ewallet,4.6
760-54-1821,B,Mandalay,835,Mohamd Gabar,2016,Normal,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,13.59,9,122.31,6.12,128.43,10,October,Q4,2019,10:26:00,Cash,5.8
793-10-3222,B,Mandalay,835,Mohamd Gabar,2016,Member,2,Female,HB,Health and beauty,Dove,41.06,6,246.36,12.32,258.68,3,March,Q1,2019,13:30:00,Credit card,8.3
346-12-3257,B,Mandalay,835,Mohamd Gabar,2016,Member,1,Male,EA,Electronic accessories,Samsung,19.24,9,173.16,8.66,181.82,9,September,Q3,2019,16:28:00,Cash,8
110-05-6330,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,2,Female,FB,Food and beverages,Kraft Heinz,39.43,6,236.58,11.83,248.41,8,August,Q3,2019,20:18:00,Credit card,9.4
651-61-0874,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,46.22,4,184.88,9.24,194.12,9,September,Q3,2019,20:04:00,Credit card,6.2
236-86-3015,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,13.98,1,13.98,0.7,14.68,4,April,Q2,2019,13:38:00,Ewallet,9.8
831-64-0259,B,Mandalay,835,Mohamd Gabar,2016,Normal,2,Female,FA,Fashion accessories,Nordstrom,39.75,5,198.75,9.94,208.69,5,May,Q2,2019,10:43:00,Ewallet,9.6
587-03-7455,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,2,Female,FA,Fashion accessories,Nordstrom,97.79,7,684.53,34.23,718.76,5,May,Q2,2019,17:30:00,Ewallet,4.9
882-40-4577,A,Yangon,550,Mitchel Frenkman,2005,Member,1,Male,ST,Sports and travel,REI ,67.26,4,269.04,13.45,282.49,8,August,Q3,2019,15:28:00,Credit card,8
732-67-5346,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,FB,Food and beverages,Kraft Heinz,13.79,5,68.95,3.45,72.4,9,September,Q3,2019,19:07:00,Credit card,7.8
725-32-9708,B,Mandalay,835,Mohamd Gabar,2016,Member,2,Female,FA,Fashion accessories,Nordstrom,68.71,4,274.84,13.74,288.58,2,February,Q1,2019,19:01:00,Cash,4.1
256-08-8343,A,Yangon,550,Mitchel Frenkman,2005,Normal,2,Female,HL,Home and lifestyle,Bed Bath & Beyond,56.53,4,226.12,11.31,237.43,8,August,Q3,2019,19:48:00,Ewallet,5.5
